year,date,time,depth,group,common name,genus species,number
2012,11-12May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,2
2012,11-12May,morning,25,shrimp,crangon shrimp,Crangon alaskensis,3
2012,11-12May,night,25,shrimp,crangon shrimp,Crangon alaskensis,32
2012,11-12May,afternoon,50,shrimp,crangon shrimp,Crangon alaskensis,18
2012,11-12May,early morning,50,shrimp,crangon shrimp,Crangon alaskensis,16
2012,11-12May,evening,50,shrimp,crangon shrimp,Crangon alaskensis,34
2012,11-12May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,12
2012,11-12May,night,50,shrimp,crangon shrimp,Crangon alaskensis,3
2012,11-12May,afternoon,70,shrimp,crangon shrimp,Crangon alaskensis,38
2012,11-12May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,108
2012,11-12May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,87
2012,11-12May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,83
2012,11-12May,night,70,shrimp,crangon shrimp,Crangon alaskensis,24
2012,11-12May,night,50,nudibranch,giant nudibranch,Dendronotus iris,1
2012,11-12May,night,70,nudibranch,giant nudibranch,Dendronotus iris,1
2012,11-12May,afternoon,10,squid,market squid,Doryteuthis opalescens,1
2012,11-12May,night,10,squid,market squid,Doryteuthis opalescens,1
2012,11-12May,evening,70,crab,decorator crab,Majoidea,1
2012,11-12May,night,10,crab,Dungeness crab,Metacarcinus magister,2
2012,11-12May,evening,10,crab,Dungeness crab (f),Metacarcinus magister,1
2012,11-12May,afternoon,70,crab,Dungeness crab (f),Metacarcinus magister,1
2012,11-12May,evening,10,crab,Dungeness crab (m),Metacarcinus magister,1
2012,11-12May,early morning,25,crab,Dungeness crab (m),Metacarcinus magister,2
2012,11-12May,evening,25,crab,Dungeness crab (m),Metacarcinus magister,1
2012,11-12May,morning,25,crab,Dungeness crab (m),Metacarcinus magister,2
2012,11-12May,early morning,50,crab,Dungeness crab (m),Metacarcinus magister,1
2012,11-12May,night,50,crab,Dungeness crab (m),Metacarcinus magister,1
2012,11-12May,afternoon,70,crab,Dungeness crab (m),Metacarcinus magister,1
2012,11-12May,afternoon,70,sea anemone,plumose anemone,Metridium senile,3
2012,11-12May,evening,70,sea anemone,plumose anemone,Metridium senile,3
2012,11-12May,morning,70,sea anemone,plumose anemone,Metridium senile,7
2012,11-12May,afternoon,10,crab,hermit crab,Paguroidea,3
2012,11-12May,evening,10,crab,hermit crab,Paguroidea,2
2012,11-12May,morning,10,crab,hermit crab,Paguroidea,5
2012,11-12May,afternoon,25,crab,hermit crab,Paguroidea,1
2012,11-12May,evening,25,crab,hermit crab,Paguroidea,2
2012,11-12May,afternoon,50,shrimp,sidestripe shrimp,Pandalopsis dispar,7
2012,11-12May,early morning,50,shrimp,sidestripe shrimp,Pandalopsis dispar,2
2012,11-12May,morning,50,shrimp,sidestripe shrimp,Pandalopsis dispar,5
2012,11-12May,night,50,shrimp,sidestripe shrimp,Pandalopsis dispar,1
2012,11-12May,afternoon,70,shrimp,sidestripe shrimp,Pandalopsis dispar,12
2012,11-12May,early morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,9
2012,11-12May,evening,70,shrimp,sidestripe shrimp,Pandalopsis dispar,14
2012,11-12May,morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,4
2012,11-12May,early morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,26
2012,11-12May,evening,70,shrimp,Alaskan pink shrimp,Pandalus borealis,32
2012,11-12May,morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,39
2012,11-12May,night,25,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2012,11-12May,early morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2012,11-12May,morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2012,11-12May,night,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,8
2012,11-12May,afternoon,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,6
2012,11-12May,early morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,5
2012,11-12May,evening,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2012,11-12May,morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,9
2012,11-12May,night,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,6
2012,11-12May,night,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2012,11-12May,night,50,shrimp,humpy (coonstripe) shrimp,Pandalus goniurus,12
2012,11-12May,afternoon,70,shrimp,humpy (coonstripe) shrimp,Pandalus goniurus,11
2012,11-12May,night,70,shrimp,humpy (coonstripe) shrimp,Pandalus goniurus,41
2012,11-12May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,1
2012,11-12May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,4
2012,11-12May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,8
2012,11-12May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,4
2012,11-12May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,1
2012,11-12May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,12
2012,11-12May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,3
2012,11-12May,afternoon,70,sea cucumber,Giant California sea cucumber,Parastichopus californicus,1
2012,11-12May,evening,70,sea cucumber,Giant California sea cucumber,Parastichopus californicus,1
2012,11-12May,afternoon,10,sea pen,orange sea pen,Ptilosarcus gurneyi,10
2012,11-12May,evening,25,sea pen,orange sea pen,Ptilosarcus gurneyi,3
2012,11-12May,evening,50,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2012,11-12May,afternoon,10,crab,kelp crab,Pugettia producta,1
2012,11-12May,early morning,10,crab,kelp crab,Pugettia producta,3
2012,11-12May,night,25,crab,kelp crab,Pugettia producta,3
2012,11-12May,night,70,crab,kelp crab,Pugettia producta,1
2012,11-12May,afternoon,50,squid,stubby squid,Rossia pacifica,1
2012,11-12May,evening,50,squid,stubby squid,Rossia pacifica,1
2012,11-12May,night,70,squid,stubby squid,Rossia pacifica,1
2012,11-12May,morning,70,shrimp,christmas shrimp,,1
2012,11-12May,morning,70,crab,fingernail crab,,4
2012,11-12May,early morning,10,shrimp,unidentified,,1
2012,11-12May,early morning,25,shrimp,unidentified,,1
2012,11-12May,evening,50,shrimp,unidentified,,10
2012,11-12May,early morning,70,shrimp,unidentified,,2
2012,11-12May,evening,70,shrimp,unidentified,,7
2013,17-18May,early morning,10,nudibranch,Armina,Armina californica,2
2013,17-18May,evening,10,nudibranch,Armina,Armina californica,1
2013,17-18May,early morning,25,nudibranch,Armina,Armina californica,1
2013,17-18May,night,70,crab,red rock crab (f),Cancer productus,1
2013,17-18May,afternoon,10,shrimp,crangon shrimp,Crangon alaskensis,1
2013,17-18May,early morning,10,shrimp,crangon shrimp,Crangon alaskensis,2
2013,17-18May,evening,10,shrimp,crangon shrimp,Crangon alaskensis,4
2013,17-18May,morning,10,shrimp,crangon shrimp,Crangon alaskensis,1
2013,17-18May,night,10,shrimp,crangon shrimp,Crangon alaskensis,14
2013,17-18May,afternoon,25,shrimp,crangon shrimp,Crangon alaskensis,3
2013,17-18May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,2
2013,17-18May,night,25,shrimp,crangon shrimp,Crangon alaskensis,19
2013,17-18May,afternoon,50,shrimp,crangon shrimp,Crangon alaskensis,2
2013,17-18May,early morning,50,shrimp,crangon shrimp,Crangon alaskensis,4
2013,17-18May,evening,50,shrimp,crangon shrimp,Crangon alaskensis,21
2013,17-18May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,2
2013,17-18May,night,50,shrimp,crangon shrimp,Crangon alaskensis,11
2013,17-18May,afternoon,70,shrimp,crangon shrimp,Crangon alaskensis,47
2013,17-18May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,42
2013,17-18May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,31
2013,17-18May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,65
2013,17-18May,night,70,shrimp,crangon shrimp,Crangon alaskensis,70
2013,17-18May,morning,10,crab,decorator crab,Majoidea,2
2013,17-18May,night,10,crab,decorator crab,Majoidea,1
2013,17-18May,afternoon,25,crab,decorator crab,Majoidea,3
2013,17-18May,early morning,25,crab,decorator crab,Majoidea,3
2013,17-18May,evening,25,crab,decorator crab,Majoidea,2
2013,17-18May,morning,25,crab,decorator crab,Majoidea,5
2013,17-18May,night,25,crab,decorator crab,Majoidea,1
2013,17-18May,morning,50,crab,decorator crab,Majoidea,1
2013,17-18May,afternoon,70,crab,decorator crab,Majoidea,1
2013,17-18May,early morning,70,crab,decorator crab,Majoidea,2
2013,17-18May,night,70,crab,decorator crab,Majoidea,1
2013,17-18May,early morning,10,crab,Dungeness crab (f),Metacarcinus magister,1
2013,17-18May,afternoon,25,crab,Dungeness crab (f),Metacarcinus magister,1
2013,17-18May,afternoon,50,crab,Dungeness crab (f),Metacarcinus magister,1
2013,17-18May,early morning,50,crab,Dungeness crab (f),Metacarcinus magister,4
2013,17-18May,evening,50,crab,Dungeness crab (f),Metacarcinus magister,4
2013,17-18May,morning,50,crab,Dungeness crab (f),Metacarcinus magister,1
2013,17-18May,early morning,70,crab,Dungeness crab (f),Metacarcinus magister,2
2013,17-18May,morning,70,crab,Dungeness crab (f),Metacarcinus magister,1
2013,17-18May,early morning,10,crab,Dungeness crab (m),Metacarcinus magister,4
2013,17-18May,evening,10,crab,Dungeness crab (m),Metacarcinus magister,1
2013,17-18May,morning,10,crab,Dungeness crab (m),Metacarcinus magister,1
2013,17-18May,night,10,crab,Dungeness crab (m),Metacarcinus magister,3
2013,17-18May,morning,25,crab,Dungeness crab (m),Metacarcinus magister,2
2013,17-18May,afternoon,50,crab,Dungeness crab (m),Metacarcinus magister,1
2013,17-18May,early morning,50,crab,Dungeness crab (m),Metacarcinus magister,1
2013,17-18May,evening,50,crab,Dungeness crab (m),Metacarcinus magister,2
2013,17-18May,evening,70,crab,Dungeness crab (m),Metacarcinus magister,1
2013,17-18May,morning,10,sea anemone,plumose anemone,Metridium senile,1
2013,17-18May,afternoon,25,sea anemone,plumose anemone,Metridium senile,5
2013,17-18May,early morning,25,sea anemone,plumose anemone,Metridium senile,1
2013,17-18May,night,50,sea anemone,plumose anemone,Metridium senile,2
2013,17-18May,afternoon,70,sea anemone,plumose anemone,Metridium senile,5
2013,17-18May,early morning,70,sea anemone,plumose anemone,Metridium senile,5
2013,17-18May,evening,70,sea anemone,plumose anemone,Metridium senile,1
2013,17-18May,night,70,crab,squat lobster,Munida quadrispina,1
2013,17-18May,afternoon,10,crab,hermit crab,Paguroidea,8
2013,17-18May,early morning,10,crab,hermit crab,Paguroidea,3
2013,17-18May,evening,10,crab,hermit crab,Paguroidea,11
2013,17-18May,morning,10,crab,hermit crab,Paguroidea,2
2013,17-18May,night,10,crab,hermit crab,Paguroidea,14
2013,17-18May,early morning,50,crab,hermit crab,Paguroidea,1
2013,17-18May,evening,50,crab,hermit crab,Paguroidea,1
2013,17-18May,afternoon,70,shrimp,sidestripe shrimp,Pandalopsis dispar,75
2013,17-18May,early morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,27
2013,17-18May,evening,70,shrimp,sidestripe shrimp,Pandalopsis dispar,22
2013,17-18May,morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,75
2013,17-18May,night,70,shrimp,sidestripe shrimp,Pandalopsis dispar,182
2013,17-18May,afternoon,70,shrimp,Alaskan pink shrimp,Pandalus borealis,280
2013,17-18May,early morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,417
2013,17-18May,evening,70,shrimp,Alaskan pink shrimp,Pandalus borealis,4
2013,17-18May,morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,331
2013,17-18May,night,70,shrimp,Alaskan pink shrimp,Pandalus borealis,44
2013,17-18May,night,10,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2013,17-18May,night,25,shrimp,dock (coonstripe) shrimp,Pandalus danae,5
2013,17-18May,early morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2013,17-18May,evening,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,3
2013,17-18May,morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,8
2013,17-18May,early morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,41
2013,17-18May,evening,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,24
2013,17-18May,morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2013,17-18May,night,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,17
2013,17-18May,early morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2013,17-18May,early morning,25,shrimp,spot shrimp (prawn),Pandalus platyceros,1
2013,17-18May,evening,25,shrimp,spot shrimp (prawn),Pandalus platyceros,1
2013,17-18May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,5
2013,17-18May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,1
2013,17-18May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,1
2013,17-18May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,6
2013,17-18May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,58
2013,17-18May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,177
2013,17-18May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,12
2013,17-18May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,494
2013,17-18May,night,50,shrimp,pink shrimp,Pandalus spp.,1
2013,17-18May,early morning,25,shrimp,red shrimp,Pandalus spp.,1
2013,17-18May,afternoon,10,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2013,17-18May,evening,10,sea pen,orange sea pen,Ptilosarcus gurneyi,2
2013,17-18May,evening,25,crab,kelp crab,Pugettia producta,1
2013,17-18May,night,70,crab,kelp crab,Pugettia producta,1
2013,17-18May,afternoon,25,crab,spider crab,Pugettia producta,1
2013,17-18May,early morning,10,sea star,sunflower sea star,Pycnopodia helianthoides,1
2013,17-18May,early morning,25,squid,stubby squid,Rossia pacifica,1
2013,17-18May,afternoon,50,squid,stubby squid,Rossia pacifica,2
2013,17-18May,early morning,50,squid,stubby squid,Rossia pacifica,2
2013,17-18May,morning,50,squid,stubby squid,Rossia pacifica,2
2013,17-18May,early morning,70,squid,stubby squid,Rossia pacifica,1
2013,17-18May,evening,10,sea star,sun star,Solaster stimpsoni ,1
2013,17-18May,morning,10,sea star,sun star,Solaster stimpsoni ,1
2013,17-18May,night,10,sea star,sun star,Solaster stimpsoni ,1
2013,17-18May,early morning,70,sea star,sun star,Solaster stimpsoni ,1
2013,17-18May,evening,70,sea star,sun star,Solaster stimpsoni ,1
2013,17-18May,afternoon,70,shrimp,christmas shrimp,,11
2013,17-18May,early morning,70,shrimp,christmas shrimp,,1
2013,17-18May,evening,70,shrimp,christmas shrimp,,1
2013,17-18May,evening,70,shrimp,christmas shrimp,,14
2013,17-18May,night,70,shrimp,christmas shrimp,,1
2013,17-18May,early morning,25,shrimp,unidentified,,1
2013,17-18May,evening,50,squid,unidentified,,2
2013,17-18May,evening,70,squid,unidentified,,1
2014,16-17May,afternoon,25,nudibranch,Armina,Armina californica,1
2014,16-17May,morning,50,nudibranch,Armina,Armina californica,1
2014,16-17May,morning,70,nudibranch,Armina,Armina californica,2
2014,16-17May,evening,25,crab,red rock crab,Cancer productus,1
2014,16-17May,morning,10,crab,red rock crab (f),Cancer productus,1
2014,16-17May,morning,50,crab,red rock crab (f),Cancer productus,1
2014,16-17May,morning,70,crab,red rock crab (f),Cancer productus,1
2014,16-17May,early morning,10,crab,red rock crab (m),Cancer productus,2
2014,16-17May,evening,10,crab,red rock crab (m),Cancer productus,1
2014,16-17May,morning,10,crab,red rock crab (m),Cancer productus,1
2014,16-17May,morning,25,crab,red rock crab (m),Cancer productus,1
2014,16-17May,afternoon,70,crab,tanner crab,Chionoecetes bairdi,1
2014,16-17May,early morning,70,crab,tanner crab,Chionoecetes bairdi,1
2014,16-17May,afternoon,10,shrimp,crangon shrimp,Crangon alaskensis,1
2014,16-17May,early morning,10,shrimp,crangon shrimp,Crangon alaskensis,2
2014,16-17May,morning,10,shrimp,crangon shrimp,Crangon alaskensis,5
2014,16-17May,night,10,shrimp,crangon shrimp,Crangon alaskensis,13
2014,16-17May,afternoon,25,shrimp,crangon shrimp,Crangon alaskensis,1
2014,16-17May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,1
2014,16-17May,night,25,shrimp,crangon shrimp,Crangon alaskensis,27
2014,16-17May,early morning,50,shrimp,crangon shrimp,Crangon alaskensis,14
2014,16-17May,evening,50,shrimp,crangon shrimp,Crangon alaskensis,15
2014,16-17May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,4
2014,16-17May,night,50,shrimp,crangon shrimp,Crangon alaskensis,20
2014,16-17May,afternoon,70,shrimp,crangon shrimp,Crangon alaskensis,14
2014,16-17May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,55
2014,16-17May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,22
2014,16-17May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,20
2014,16-17May,night,70,shrimp,crangon shrimp,Crangon alaskensis,23
2014,16-17May,early morning,10,crab,decorator crab,Majoidea,2
2014,16-17May,evening,10,crab,decorator crab,Majoidea,2
2014,16-17May,morning,10,crab,decorator crab,Majoidea,1
2014,16-17May,night,10,crab,decorator crab,Majoidea,11
2014,16-17May,afternoon,25,crab,decorator crab,Majoidea,6
2014,16-17May,early morning,25,crab,decorator crab,Majoidea,7
2014,16-17May,evening,25,crab,decorator crab,Majoidea,6
2014,16-17May,morning,25,crab,decorator crab,Majoidea,3
2014,16-17May,night,25,crab,decorator crab,Majoidea,7
2014,16-17May,early morning,50,crab,decorator crab,Majoidea,2
2014,16-17May,evening,50,crab,decorator crab,Majoidea,3
2014,16-17May,night,70,crab,decorator crab,Majoidea,1
2014,16-17May,afternoon,10,crab,Dungeness crab (f),Metacarcinus magister,1
2014,16-17May,night,10,crab,Dungeness crab (f),Metacarcinus magister,1
2014,16-17May,night,25,crab,Dungeness crab (f),Metacarcinus magister,1
2014,16-17May,afternoon,50,crab,Dungeness crab (f),Metacarcinus magister,4
2014,16-17May,early morning,50,crab,Dungeness crab (f),Metacarcinus magister,1
2014,16-17May,evening,50,crab,Dungeness crab (f),Metacarcinus magister,7
2014,16-17May,night,50,crab,Dungeness crab (f),Metacarcinus magister,2
2014,16-17May,afternoon,70,crab,Dungeness crab (f),Metacarcinus magister,2
2014,16-17May,early morning,70,crab,Dungeness crab (f),Metacarcinus magister,2
2014,16-17May,evening,70,crab,Dungeness crab (f),Metacarcinus magister,1
2014,16-17May,morning,70,crab,Dungeness crab (f),Metacarcinus magister,1
2014,16-17May,night,70,crab,Dungeness crab (f),Metacarcinus magister,4
2014,16-17May,evening,10,crab,Dungeness crab (m),Metacarcinus magister,2
2014,16-17May,night,10,crab,Dungeness crab (m),Metacarcinus magister,2
2014,16-17May,afternoon,25,crab,Dungeness crab (m),Metacarcinus magister,1
2014,16-17May,early morning,25,crab,Dungeness crab (m),Metacarcinus magister,1
2014,16-17May,evening,25,crab,Dungeness crab (m),Metacarcinus magister,1
2014,16-17May,night,25,crab,Dungeness crab (m),Metacarcinus magister,3
2014,16-17May,evening,50,crab,Dungeness crab (m),Metacarcinus magister,2
2014,16-17May,morning,50,crab,Dungeness crab (m),Metacarcinus magister,1
2014,16-17May,early morning,70,crab,Dungeness crab (m),Metacarcinus magister,1
2014,16-17May,morning,70,crab,Dungeness crab (m),Metacarcinus magister,3
2014,16-17May,night,70,crab,Dungeness crab (m),Metacarcinus magister,3
2014,16-17May,afternoon,10,crab,hermit crab,Paguroidea,2
2014,16-17May,early morning,10,crab,hermit crab,Paguroidea,4
2014,16-17May,night,10,crab,hermit crab,Paguroidea,3
2014,16-17May,afternoon,25,crab,hermit crab,Paguroidea,1
2014,16-17May,night,25,crab,hermit crab,Paguroidea,2
2014,16-17May,night,25,shrimp,sidestripe shrimp,Pandalopsis dispar,2
2014,16-17May,evening,50,shrimp,sidestripe shrimp,Pandalopsis dispar,1
2014,16-17May,afternoon,70,shrimp,sidestripe shrimp,Pandalopsis dispar,36
2014,16-17May,early morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,21
2014,16-17May,evening,70,shrimp,sidestripe shrimp,Pandalopsis dispar,29
2014,16-17May,morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,44
2014,16-17May,night,70,shrimp,sidestripe shrimp,Pandalopsis dispar,22
2014,16-17May,evening,25,shrimp,dock (coonstripe) shrimp,Pandalus danae,9
2014,16-17May,night,25,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2014,16-17May,early morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,6
2014,16-17May,evening,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2014,16-17May,morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,1
2014,16-17May,night,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,5
2014,16-17May,afternoon,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,10
2014,16-17May,early morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,17
2014,16-17May,evening,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,8
2014,16-17May,morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,4
2014,16-17May,morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,34
2014,16-17May,night,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,33
2014,16-17May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,10
2014,16-17May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,15
2014,16-17May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,4
2014,16-17May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,71
2014,16-17May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,21
2014,16-17May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,51
2014,16-17May,morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,41
2014,16-17May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,71
2014,16-17May,night,50,shrimp,pink shrimp,Pandalus spp.,32
2014,16-17May,afternoon,70,shrimp,pink shrimp,Pandalus spp.,319
2014,16-17May,early morning,70,shrimp,pink shrimp,Pandalus spp.,93
2014,16-17May,evening,70,shrimp,pink shrimp,Pandalus spp.,23
2014,16-17May,morning,70,shrimp,pink shrimp,Pandalus spp.,103
2014,16-17May,night,70,shrimp,pink shrimp,Pandalus spp.,26
2014,16-17May,early morning,25,sea star,pink sea star,Pisaster brevispinus,1
2014,16-17May,evening,10,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2014,16-17May,afternoon,25,crab,kelp crab,Pugettia producta,1
2014,16-17May,evening,25,crab,kelp crab,Pugettia producta,3
2014,16-17May,afternoon,50,crab,kelp crab,Pugettia producta,1
2014,16-17May,afternoon,70,crab,kelp crab,Pugettia producta,1
2014,16-17May,afternoon,10,sea star,sunflower sea star,Pycnopodia helianthoides,1
2014,16-17May,afternoon,25,squid,stubby squid,Rossia pacifica,1
2014,16-17May,early morning,25,squid,stubby squid,Rossia pacifica,1
2014,16-17May,morning,25,squid,stubby squid,Rossia pacifica,1
2014,16-17May,afternoon,50,squid,stubby squid,Rossia pacifica,2
2014,16-17May,morning,50,squid,stubby squid,Rossia pacifica,2
2014,16-17May,afternoon,70,squid,stubby squid,Rossia pacifica,3
2014,16-17May,early morning,70,squid,stubby squid,Rossia pacifica,2
2014,16-17May,morning,70,squid,stubby squid,Rossia pacifica,1
2014,16-17May,early morning,25,sea star,morning sun star,Solaster dawsoni,1
2014,16-17May,early morning,50,shrimp,dana's blade shrimp,Spirontocaris lamellicornis,1
2014,16-17May,early morning,70,shrimp,dana's blade shrimp,Spirontocaris lamellicornis,3
2014,16-17May,afternoon,70,shrimp,Snyder's blade shrimp,Spirontocaris snyderi,2
2014,16-17May,evening,70,sea anemone,fish-eating anemone,Urticina piscivora,7
2014,16-17May,morning,70,sea urchin,unidentified,,1
2014,16-17May,night,25,sea anemone,unidentified,,1
2014,16-17May,early morning,50,sea anemone,unidentified,,1
2014,16-17May,morning,50,sea anemone,unidentified,,1
2014,16-17May,afternoon,70,sea anemone,unidentified,,10
2014,16-17May,early morning,70,sea anemone,unidentified,,5
2014,16-17May,morning,70,sea anemone,unidentified,,12
2014,16-17May,night,70,sea anemone,unidentified,,4
2014,16-17May,evening,25,sea urchin,unidentified,,1
2014,16-17May,afternoon,50,shrimp,unidentified,,1
2015,15-16May,morning,25,sea star,brittle star,Amphipholis pugetana,1
2015,15-16May,morning,50,sea star,brittle star,Amphipholis pugetana,1
2015,15-16May,early morning,10,nudibranch,Armina,Armina californica,2
2015,15-16May,evening,10,nudibranch,Armina,Armina californica,1
2015,15-16May,morning,10,nudibranch,Armina,Armina californica,2
2015,15-16May,morning,25,nudibranch,Armina,Armina californica,2
2015,15-16May,afternoon,50,nudibranch,Armina,Armina californica,1
2015,15-16May,early morning,50,nudibranch,Armina,Armina californica,1
2015,15-16May,morning,50,nudibranch,Armina,Armina californica,1
2015,15-16May,early morning,10,shrimp,crangon shrimp,Crangon alaskensis,1
2015,15-16May,night,10,shrimp,crangon shrimp,Crangon alaskensis,1
2015,15-16May,early morning,25,shrimp,crangon shrimp,Crangon alaskensis,2
2015,15-16May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,13
2015,15-16May,morning,25,shrimp,crangon shrimp,Crangon alaskensis,2
2015,15-16May,night,25,shrimp,crangon shrimp,Crangon alaskensis,11
2015,15-16May,afternoon,50,shrimp,crangon shrimp,Crangon alaskensis,1
2015,15-16May,early morning,50,shrimp,crangon shrimp,Crangon alaskensis,9
2015,15-16May,evening,50,shrimp,crangon shrimp,Crangon alaskensis,19
2015,15-16May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,8
2015,15-16May,night,50,shrimp,crangon shrimp,Crangon alaskensis,9
2015,15-16May,afternoon,70,shrimp,crangon shrimp,Crangon alaskensis,315
2015,15-16May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,96
2015,15-16May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,24
2015,15-16May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,50
2015,15-16May,night,70,shrimp,crangon shrimp,Crangon alaskensis,97
2015,15-16May,afternoon,10,sea star,rose star,Crossaster papposus,1
2015,15-16May,evening,10,sea star,rose star,Crossaster papposus,1
2015,15-16May,afternoon,25,sea star,rose star,Crossaster papposus,1
2015,15-16May,evening,10,squid,market squid,Doryteuthis opalescens,1
2015,15-16May,morning,25,squid,market squid,Doryteuthis opalescens,1
2015,15-16May,night,70,squid,market squid,Doryteuthis opalescens,1
2015,15-16May,early morning,70,sea star,spiny red star,Hippasteria spinosa,1
2015,15-16May,evening,10,crab,decorator crab,Majoidea,3
2015,15-16May,morning,10,crab,decorator crab,Majoidea,1
2015,15-16May,morning,25,crab,decorator crab,Majoidea,2
2015,15-16May,night,25,crab,decorator crab,Majoidea,2
2015,15-16May,early morning,50,crab,decorator crab,Majoidea,1
2015,15-16May,evening,25,crab,Dungeness crab (f),Metacarcinus magister,1
2015,15-16May,night,25,crab,Dungeness crab (f),Metacarcinus magister,1
2015,15-16May,early morning,50,crab,Dungeness crab (f),Metacarcinus magister,2
2015,15-16May,evening,50,crab,Dungeness crab (f),Metacarcinus magister,4
2015,15-16May,night,50,crab,Dungeness crab (f),Metacarcinus magister,2
2015,15-16May,afternoon,70,crab,Dungeness crab (f),Metacarcinus magister,2
